gene,score,logfoldchange,pval,pval_adj,comparison,direction
RP11-554I8.2,-8.034163,-1.5855275,9.421946010331193e-16,1.0626254898869766e-14,deep_valley_vs_other_EOC,down_in_group_1
ADIRF,-8.024453,-0.6404049,1.0197918974376417e-15,1.1458335926265636e-14,deep_valley_vs_other_EOC,down_in_group_1
EPHB6,8.001999,1.0653601,1.224156641478894e-15,1.3703245986704035e-14,deep_valley_vs_other_EOC,up_in_group_1
LBH,-7.9958057,-0.93560517,1.2872927017194897e-15,1.4356424182745234e-14,deep_valley_vs_other_EOC,down_in_group_1
IFIT1,7.9905734,0.8493252,1.3431230816177633e-15,1.4834250681067515e-14,deep_valley_vs_other_EOC,up_in_group_1
PDLIM4,-7.9904165,-0.92602545,1.3448350143198239e-15,1.4834250681067515e-14,deep_valley_vs_other_EOC,down_in_group_1
FOLR3,7.990404,0.931295,1.3449720617501213e-15,1.4834250681067515e-14,deep_valley_vs_other_EOC,up_in_group_1
FABP5,7.9543576,0.50951564,1.8006334185190442e-15,1.97871804232862e-14,deep_valley_vs_other_EOC,up_in_group_1
PIM3,7.9457965,0.45172533,1.9294672596410437e-15,2.1125553937675656e-14,deep_valley_vs_other_EOC,up_in_group_1
MIDN,7.917972,0.4272514,2.4141575969768797e-15,2.6336264694293234e-14,deep_valley_vs_other_EOC,up_in_group_1
VMP1,-7.888935,-0.41544363,3.047760147645636e-15,3.3127827691800393e-14,deep_valley_vs_other_EOC,down_in_group_1
CENPF,7.8176084,1.2731397,5.383634332926946e-15,5.830650902086947e-14,deep_valley_vs_other_EOC,up_in_group_1
HERPUD1,-7.7712865,-0.41046017,7.769304647778287e-15,8.384141706235563e-14,deep_valley_vs_other_EOC,down_in_group_1
LYPD3,7.7635984,1.0004307,8.255299605600617e-15,8.87666624258131e-14,deep_valley_vs_other_EOC,up_in_group_1
TM4SF1,7.721045,0.33603218,1.1537989504983761e-14,1.23621316124826e-13,deep_valley_vs_other_EOC,up_in_group_1
RP11-469H8.6,-7.6576133,-1.6311947,1.8942000634019613e-14,2.022277647760101e-13,deep_valley_vs_other_EOC,down_in_group_1
DHRS3,7.6534867,0.834967,1.9560164847516143e-14,2.0808686007995893e-13,deep_valley_vs_other_EOC,up_in_group_1
RAMP1,-7.634826,-1.3676251,2.2612542677086523e-14,2.3970893297264864e-13,deep_valley_vs_other_EOC,down_in_group_1
BIRC2,-7.6223145,-0.7647229,2.4916719113549484e-14,2.632047793684805e-13,deep_valley_vs_other_EOC,down_in_group_1
RP11-629O1.2,-7.582939,-1.5355124,3.3781354261417073e-14,3.5559320275175866e-13,deep_valley_vs_other_EOC,down_in_group_1
SAA1,7.5336585,0.9781673,4.933801550278098e-14,5.175316311480524e-13,deep_valley_vs_other_EOC,up_in_group_1
DHCR24,7.5061293,0.6023714,6.090133692591174e-14,6.36599340688973e-13,deep_valley_vs_other_EOC,up_in_group_1
KLK8,7.4865074,0.49045938,7.073055009952676e-14,7.367765635367372e-13,deep_valley_vs_other_EOC,up_in_group_1
LINC01133,7.4838943,0.96434397,7.215186452043107e-14,7.489812925996303e-13,deep_valley_vs_other_EOC,up_in_group_1
BASP1,-7.481646,-1.0792587,7.339746449595214e-14,7.59284115475367e-13,deep_valley_vs_other_EOC,down_in_group_1
TMC5,7.454845,1.1041588,8.997349158400048e-14,9.275617689072214e-13,deep_valley_vs_other_EOC,up_in_group_1
GLDC,7.421091,1.2694626,1.16159316688301e-13,1.193417637208572e-12,deep_valley_vs_other_EOC,up_in_group_1
PPP1R3G,-7.4141192,-1.9491249,1.2243566897193897e-13,1.2536075321358938e-12,deep_valley_vs_other_EOC,down_in_group_1
LAMC2,7.3840775,0.5719294,1.5351406966930638e-13,1.5664700986663917e-12,deep_valley_vs_other_EOC,up_in_group_1
FTH1,7.369543,0.26791075,1.7121355155509464e-13,1.7411547615772334e-12,deep_valley_vs_other_EOC,up_in_group_1
RP11-283G6.4,-7.349193,-0.91970015,1.9940712458696453e-13,2.0210181545976136e-12,deep_valley_vs_other_EOC,down_in_group_1
MT-ND2,7.332247,0.26880127,2.263255772129409e-13,2.2861169415448577e-12,deep_valley_vs_other_EOC,up_in_group_1
IL4I1,7.29892,0.9011173,2.900864299761056e-13,2.9203331876789155e-12,deep_valley_vs_other_EOC,up_in_group_1
RP11-395G23.3,-7.285818,-0.5663835,3.197242526108053e-13,3.207935644924468e-12,deep_valley_vs_other_EOC,down_in_group_1
AMOTL2,7.2823195,0.58512866,3.2812869704022977e-13,3.2812869704022974e-12,deep_valley_vs_other_EOC,up_in_group_1
AREG,-7.2803974,-0.6005852,3.328378114095287e-13,3.317320379496964e-12,deep_valley_vs_other_EOC,down_in_group_1
CALD1,-7.266473,-0.4717627,3.689958123154899e-13,3.6655213143922825e-12,deep_valley_vs_other_EOC,down_in_group_1
PTN,7.262635,1.1094868,3.7962129849396476e-13,3.7586267177620265e-12,deep_valley_vs_other_EOC,up_in_group_1
WT1,-7.2160616,-0.800379,5.351480075313527e-13,5.281065863796244e-12,deep_valley_vs_other_EOC,down_in_group_1
TM4SF1-AS1,-7.17864,-1.0587785,7.040843840708556e-13,6.925420171188744e-12,deep_valley_vs_other_EOC,down_in_group_1
MFAP5,-7.1460605,-1.2135057,8.930383623868306e-13,8.755278062615986e-12,deep_valley_vs_other_EOC,down_in_group_1
GADD45B,-7.1227455,-0.49413684,1.0579817090200872e-12,1.0338583475766324e-11,deep_valley_vs_other_EOC,down_in_group_1
PLAT,-7.0853233,-1.2934884,1.3871998150240129e-12,1.3511686509974152e-11,deep_valley_vs_other_EOC,down_in_group_1
CDC42EP3,-7.046017,-0.45321277,1.841116239517713e-12,1.7874914946773915e-11,deep_valley_vs_other_EOC,down_in_group_1
IFT172,7.037626,0.7612949,1.955430507749207e-12,1.8923521042734258e-11,deep_valley_vs_other_EOC,up_in_group_1
MT-RNR1,7.0214524,0.2744473,2.195738437375569e-12,2.118075663063249e-11,deep_valley_vs_other_EOC,up_in_group_1
EGR1,-6.968215,-0.48016346,3.2098787496951744e-12,3.086421874706899e-11,deep_valley_vs_other_EOC,down_in_group_1
KRTAP2-3,-6.965514,-0.6958479,3.2720689771665504e-12,3.136168348721933e-11,deep_valley_vs_other_EOC,down_in_group_1
TSC22D3,-6.9572544,-0.51090306,3.4696778025454865e-12,3.3149787922409105e-11,deep_valley_vs_other_EOC,down_in_group_1
SERPINA1,-6.9539256,-0.9802992,3.552589841856918e-12,3.383418897006589e-11,deep_valley_vs_other_EOC,down_in_group_1
KRT19,-6.9329724,-0.3263051,4.120888726353883e-12,3.9122361326144464e-11,deep_valley_vs_other_EOC,down_in_group_1
ADM,-6.8915114,-0.58888704,5.52025916541461e-12,5.2242200303608297e-11,deep_valley_vs_other_EOC,down_in_group_1
CRABP2,6.8907895,0.39432853,5.548364331884123e-12,5.2343059734755876e-11,deep_valley_vs_other_EOC,up_in_group_1
ATHL1,6.8525195,0.8869546,7.2560519434953585e-12,6.823873301092813e-11,deep_valley_vs_other_EOC,up_in_group_1
CD24,-6.8491716,-0.3940997,7.427880698643739e-12,6.963638154978507e-11,deep_valley_vs_other_EOC,down_in_group_1
ASRGL1,-6.847614,-0.5419398,7.509184197989157e-12,7.017929156999213e-11,deep_valley_vs_other_EOC,down_in_group_1
HES1,-6.8361325,-0.43224612,8.135975009027232e-12,7.580100940087483e-11,deep_valley_vs_other_EOC,down_in_group_1
C1orf21,6.8177357,1.0905049,9.248674045678585e-12,8.590099732828407e-11,deep_valley_vs_other_EOC,up_in_group_1
TNFRSF12A,-6.8025293,-0.26612368,1.0279813503683798e-11,9.518345836744258e-11,deep_valley_vs_other_EOC,down_in_group_1
APLP1,-6.80008,-1.6152264,1.0456130740515023e-11,9.651812991244637e-11,deep_valley_vs_other_EOC,down_in_group_1
RP11-369C8.1,-6.758581,-3.2294903,1.3934940786793778e-11,1.2823565141221268e-10,deep_valley_vs_other_EOC,down_in_group_1
TRNP1,-6.7447696,-1.5603578,1.532701455908586e-11,1.4061481246867762e-10,deep_valley_vs_other_EOC,down_in_group_1
MIR24-2,6.742703,0.5837964,1.5546673071137144e-11,1.421951805286934e-10,deep_valley_vs_other_EOC,up_in_group_1
SLC39A8,-6.739186,-1.197991,1.5927670266280315e-11,1.4523711489009407e-10,deep_valley_vs_other_EOC,down_in_group_1
LDHB,-6.692336,-0.4291094,2.196358177775687e-11,1.9966892525233518e-10,deep_valley_vs_other_EOC,down_in_group_1
SPARC,-6.6864696,-0.81340057,2.286186214635737e-11,2.0720720978571639e-10,deep_valley_vs_other_EOC,down_in_group_1
PTTG1,6.6679344,0.9448096,2.59428566341432e-11,2.3442340332057104e-10,deep_valley_vs_other_EOC,up_in_group_1
CXCL17,6.6635065,0.9576583,2.67370419849398e-11,2.408742521165748e-10,deep_valley_vs_other_EOC,up_in_group_1
TUBB2A,-6.6578407,-0.3724155,2.778792244262319e-11,2.4959211774811245e-10,deep_valley_vs_other_EOC,down_in_group_1
UBE2C,6.656214,1.1248617,2.809707126300842e-11,2.5154265335215864e-10,deep_valley_vs_other_EOC,up_in_group_1
