gene_idx,U,pval,mean_late,mean_control,log1p_diff,n_late,n_control,gene,pval_adj,significant
2062,44603356.0,2.351909674381205e-37,0.1623409150799646,0.06591435470252928,0.09642656037743531,15298,5509,Cx3cr1,8.430501912755695e-37,False
900,44956136.5,2.541944378788735e-37,0.12436010379987708,0.058751152576424714,0.06560895122345237,15298,5509,Fosl2,9.09976161778428e-37,False
1097,38309595.0,3.1305534061781544e-37,0.24710952766977,0.34585335380976256,-0.09874382613999255,15298,5509,Tmem178b,1.1192239955421245e-36,False
1393,41289626.0,3.82261540624476e-37,0.004130952083931965,0.02044901908724706,-0.016318067003315093,15298,5509,Bnc1,1.3648633336918302e-36,False
625,38717555.0,4.2355632419886404e-37,0.1860805749403649,0.3136159983851617,-0.1275354234447968,15298,5509,Syt6,1.510334480683042e-36,True
213,37839535.5,4.517546837238034e-37,0.41622043071551074,0.5663040441265038,-0.15008361341099308,15298,5509,Lpgat1,1.6087878385216178e-36,True
850,43830910.5,4.99411823387872e-37,0.04404037063791457,0.009762012438664687,0.03427835819924988,15298,5509,Draxin,1.7761915955342394e-36,False
1620,39054437.5,5.813633554058179e-37,0.12775796845070583,0.21919156664380265,-0.09143359819309682,15298,5509,Ptprr,2.0649724377076778e-36,False
655,39670113.0,5.966301552124873e-37,0.06696328641943132,0.12037637196805019,-0.05341308554861887,15298,5509,Ndst3,2.116450680293324e-36,False
2453,38882842.5,6.16502138217438e-37,0.14875748488848398,0.24562773707791427,-0.0968702521894303,15298,5509,Hdac9,2.1841105544361305e-36,False
2338,40080128.5,7.402891225144419e-37,0.05169501744749574,0.11083909412413627,-0.05914407667664053,15298,5509,Agtr1a,2.6192635835407485e-36,False
1148,43348193.0,1.0107866578792891e-36,0.02110202257965624,0.00012582087140314854,0.02097620170825309,15298,5509,Reg1,3.571707376356403e-36,False
1086,46272272.5,1.0463382029737301e-36,0.44590226319621123,0.32815515831085423,0.117747104885357,15298,5509,Plxna4,3.692561271139551e-36,True
2027,37715403.0,1.211311882863788e-36,0.5061879121579936,0.6430917512406976,-0.13690383908270398,15298,5509,Zbtb38,4.269249999526365e-36,True
582,37359093.5,1.2531696513921193e-36,1.2515128577064831,1.513398162226215,-0.2618853045197318,15298,5509,Fdps,4.411092659662093e-36,True
2263,37492359.0,1.683454040101314e-36,0.7703976241519477,0.9821893208169165,-0.21179169666496878,15298,5509,Mapt,5.9180550124384244e-36,True
1617,39459154.0,2.4756896418428734e-36,0.10251688921963764,0.17142868445073897,-0.06891179523110133,15298,5509,Kcnc2,8.69192704806195e-36,False
88,44234358.0,2.5743123860607127e-36,0.0717272421821943,0.023715810348275645,0.04801143183391865,15298,5509,Rnf152,9.026595353687243e-36,False
85,37748516.5,3.9129977221700115e-36,0.5146021970871897,0.6865694000048155,-0.1719672029176258,15298,5509,Pam,1.370300738813698e-35,True
1995,37441761.5,4.702551837967326e-36,1.0107268560751748,1.2434091640044038,-0.23268230792922906,15298,5509,Tmod2,1.644690444608777e-35,True
1268,46111675.5,8.153305596951225e-36,0.33071857845666225,0.21852190143312708,0.11219667702353517,15298,5509,Bcat1,2.84792986049318e-35,True
